,offer_id,offer_date,price,make,model,version,generation,eng_capacity,eng_power,mileage,body,country_of_origin,gearbox,fuel,prod_year,doors,seats,color,condition
0,6079290670,"11:41, 14 marca 2021",39900.0,Volkswagen,Tiguan,1.4 TSI CityLine,I (2007-2016),1390.0,122.0,178142,SUV,Niemcy,Manualna,Benzyna,2012,5.0,5.0,Biały,Używane
1,6082069490,"11:40, 14 marca 2021",20900.0,Peugeot,Partner,Nie podano,II (2008-2018),1600.0,110.0,176100,Minivan,Niemcy,Manualna,Diesel,2010,5.0,5.0,Inny kolor,Używane
2,6081989726,"11:40, 14 marca 2021",114900.0,BMW,X1,xDrive18d Sport Line,F48 (2015-),1995.0,150.0,34900,SUV,Polska,Automatyczna,Diesel,2017,5.0,5.0,Inny kolor,Używane
3,6083231060,"11:39, 14 marca 2021",52900.0,Toyota,Verso,1.8 Prestige 7os,Nie podano,1798.0,147.0,162222,Minivan,Szwajcaria,Manualna,Benzyna,2013,5.0,7.0,Szary,Używane
4,6083231004,"11:39, 14 marca 2021",160950.0,BMW,X3,xDrive30i xLine,G01 (2017-),1998.0,252.0,15200,SUV,Nie podano,Automatyczna,Benzyna,2019,5.0,5.0,Czarny,Używane
5,6083231006,"11:39, 14 marca 2021",101900.0,Volkswagen,Passat,2.0 TDI SCR Highline DSG,B8 (2014-),1968.0,150.0,74420,Sedan,Polska,Automatyczna,Diesel,2018,4.0,5.0,Szary,Używane
6,6080825265,"11:39, 14 marca 2021",19999.0,Volkswagen,Passat CC,2.0 TDI,Nie podano,1968.0,170.0,229000,Sedan,Wielka Brytania,Manualna,Diesel,2010,4.0,4.0,Srebrny,Używane
7,6080234902,"11:39, 14 marca 2021",105500.0,Volkswagen,Tiguan,Nie podano,II (2016-),1968.0,150.0,58726,SUV,Niemcy,Manualna,Diesel,2016,5.0,5.0,Czarny,Używane
8,6082935955,"11:37, 14 marca 2021",131000.0,Audi,Q3,35 TFSI mHEV S tronic,Nie podano,1498.0,150.0,10,SUV,Nie podano,Automatyczna,Benzyna,2021,5.0,5.0,Biały,Nowe
9,6083036871,"11:37, 14 marca 2021",22600.0,Renault,Clio,0.9 Energy TCe Zen,IV (2012-2018),898.0,90.0,131000,Auta miejskie,Nie podano,Manualna,Benzyna,2014,5.0,5.0,Biały,Używane
10,6083228241,"11:36, 14 marca 2021",54900.0,Suzuki,SX4 S-Cross,Nie podano,Nie podano,1373.0,140.0,42000,Minivan,Niemcy,Manualna,Benzyna,2017,5.0,5.0,Czarny,Używane
11,6080236547,"11:36, 14 marca 2021",55900.0,Seat,Leon,Nie podano,III (2012-),1968.0,150.0,156143,Kombi,Niemcy,Automatyczna,Diesel,2017,5.0,5.0,Niebieski,Używane
12,6067848277,"11:35, 14 marca 2021",230000.0,BMW,M5,Standard,Nie podano,4395.0,560.0,44755,Sedan,Polska,Automatyczna,Benzyna,2014,4.0,5.0,Czarny,Używane
13,6083036549,"11:35, 14 marca 2021",73999.0,Peugeot,3008,1.6 BlueHDi Active S&S,II (2016-),1560.0,120.0,147000,SUV,Nie podano,Manualna,Diesel,2018,5.0,5.0,Niebieski,Używane
14,6083230933,"11:34, 14 marca 2021",15900.0,Fiat,Punto Evo,1.4 8V Dynamic,Nie podano,1368.0,77.0,124183,Kompakt,Niemcy,Manualna,Benzyna,2010,5.0,,Czarny,Używane
15,6082237393,"11:34, 14 marca 2021",100850.0,Škoda,Octavia,1.5 TSI ACT Ambition,IV (2020-),1498.0,150.0,10,Kombi,Nie podano,Manualna,Benzyna,2020,5.0,5.0,Szary,Nowe
16,6083230890,"11:33, 14 marca 2021",15700.0,Opel,Corsa,1.2 16V,D (2006-2014),1229.0,80.0,132600,Auta miejskie,Nie podano,Manualna,Benzyna,2010,5.0,5.0,Niebieski,Używane
17,6083230860,"11:33, 14 marca 2021",42900.0,Citroën,C4 Cactus,Pure Tech 110 Stop&Start,Nie podano,1199.0,110.0,73000,Kompakt,Polska,Manualna,Benzyna,2016,5.0,5.0,Żółty,Używane
18,6077834284,"11:33, 14 marca 2021",68000.0,BMW,Seria 5,520d xDrive Luxury Line,F10/F11 (2009-2017),1995.0,184.0,215000,Kombi,Polska,Automatyczna,Diesel,2014,5.0,5.0,Inny kolor,Używane
19,6082637323,"11:33, 14 marca 2021",99900.0,Audi,A1,30 TFSI Advanced S tronic,Nie podano,999.0,110.0,1000,Auta miejskie,Polska,Automatyczna,Benzyna,2021,5.0,4.0,Biały,Nowe
20,6083230885,"11:32, 14 marca 2021",39900.0,BMW,Z4,Nie podano,E85/E86 (2002-2008),2000.0,150.0,173339,Kabriolet,Niemcy,Manualna,Benzyna,2006,3.0,2.0,Czarny,Używane
21,6082413783,"11:32, 14 marca 2021",109900.0,Škoda,Karoq,Nie podano,Nie podano,1498.0,150.0,1,SUV,Polska,Automatyczna,Benzyna,2020,5.0,5.0,Biały,Nowe
22,6082843994,"11:32, 14 marca 2021",73900.0,Škoda,Scala,1.0 TSI Style DSG,Nie podano,999.0,115.0,16807,Kompakt,Polska,Automatyczna,Benzyna,2019,5.0,5.0,Czarny,Używane
23,6079186046,"11:31, 14 marca 2021",20900.0,Mercedes-Benz,Klasa E,Nie podano,W211 (2002-2009),1800.0,163.0,218000,Sedan,Niemcy,Automatyczna,Benzyna+LPG,2003,4.0,5.0,Srebrny,Używane
24,6080339634,"11:31, 14 marca 2021",168387.0,Volvo,XC 90,D5 AWD Momentum,II (2014-),1969.0,235.0,109000,SUV,Niemcy,Automatyczna,Diesel,2018,5.0,5.0,Czarny,Używane
25,6080291424,"11:31, 14 marca 2021",53900.0,Audi,A4,Avant 2.0 TDI ultra,Nie podano,1968.0,150.0,131000,Kombi,Nie podano,Manualna,Diesel,2015,5.0,,Czarny,Używane
26,6077400929,"11:31, 14 marca 2021",189700.0,Mercedes-Benz,Klasa C,220 d 9G-TRONIC,W205 (2014-),1950.0,194.0,9150,Sedan,Polska,Automatyczna,Diesel,2019,4.0,5.0,Czarny,Używane
27,6079570310,"11:31, 14 marca 2021",127500.0,BMW,Seria 2,Nie podano,Nie podano,1499.0,224.0,7000,Auta miejskie,Polska,Automatyczna,Hybryda,2020,5.0,5.0,Srebrny,Używane
28,6077543383,"11:31, 14 marca 2021",85600.0,Škoda,Octavia,1.5 TSI ACT Style DSG,III (2013-),1498.0,150.0,23400,Kombi,Polska,Automatyczna,Benzyna,2019,5.0,5.0,Szary,Używane
29,6081570255,"11:31, 14 marca 2021",112000.0,Audi,A6,2.0 TDI ultra S tronic,C7 (2011-2018),1968.0,190.0,159000,Sedan,Niemcy,Automatyczna,Diesel,2018,5.0,5.0,Czarny,Używane
30,6082637115,"11:31, 14 marca 2021",18900.0,Hyundai,I30,1.4 blue,I (2007-2012),1396.0,109.0,130406,Kombi,Niemcy,Manualna,Benzyna,2010,5.0,5.0,Szary,Używane
31,6080573539,"11:30, 14 marca 2021",29900.0,Opel,Corsa,1.4,E (2014-2019),1398.0,90.0,58700,Auta miejskie,Niemcy,Manualna,Benzyna,2016,5.0,5.0,Srebrny,Używane
32,6083020325,"11:30, 14 marca 2021",69500.0,Peugeot,Traveller,1.6 BlueHDi Long Business,Nie podano,1560.0,115.0,142000,Minivan,Polska,Manualna,Diesel,2017,4.0,5.0,Srebrny,Używane
33,6082413631,"11:30, 14 marca 2021",109900.0,Škoda,Karoq,Nie podano,Nie podano,1498.0,150.0,1,SUV,Polska,Automatyczna,Benzyna,2020,5.0,5.0,Szary,Nowe
34,6080459733,"11:29, 14 marca 2021",89900.0,Toyota,C-HR,1.8 Hybrid Premium,Nie podano,1798.0,98.0,29714,SUV,Polska,Automatyczna,Hybryda,2019,5.0,5.0,Niebieski,Używane
35,6083230792,"11:29, 14 marca 2021",49777.0,Volkswagen,Transporter,T6 Kurz,T6,1968.0,102.0,168000,Minivan,Niemcy,Manualna,Diesel,2015,4.0,3.0,Biały,Używane
36,6083230813,"11:29, 14 marca 2021",45990.0,Kia,Sportage,Nie podano,III (2010-2015),1998.0,163.0,114700,SUV,Nie podano,Manualna,Benzyna,2012,5.0,5.0,Niebieski,Używane
37,6082098373,"11:28, 14 marca 2021",35900.0,Citroën,C4 Picasso,1.6 BlueHDi MoreLife S&S,II (2013-),1560.0,120.0,145333,Minivan,Francja,Manualna,Diesel,2015,5.0,5.0,Biały,Używane
38,6079070864,"11:28, 14 marca 2021",44700.0,BMW,Seria 3,Nie podano,E90/E91/E92/E93 (2005-2012),2979.0,306.0,147300,Coupe,Niemcy,Automatyczna,Benzyna,2007,2.0,4.0,Biały,Używane
39,6080591744,"11:28, 14 marca 2021",192000.0,Audi,A8,3.0 TDI ultra Quattro,D4 (2010-),2967.0,262.0,67000,Sedan,Polska,Automatyczna,Diesel,2017,4.0,5.0,Czarny,Używane
40,6083230735,"11:27, 14 marca 2021",8500.0,Renault,Kangoo,1.5 dCi Alize,I (1998-2008),1461.0,65.0,215970,Minivan,Nie podano,Manualna,Diesel,2005,5.0,5.0,Bordowy,Używane
41,6079690988,"11:27, 14 marca 2021",63500.0,Škoda,Superb,Nie podano,III (2015-),1968.0,190.0,153121,Sedan,Niemcy,Manualna,Diesel,2017,5.0,5.0,Niebieski,Używane
42,6080318348,"11:27, 14 marca 2021",21900.0,Peugeot,308,Nie podano,T9 (2014-),2000.0,150.0,174000,Auta miejskie,Nie podano,Manualna,Diesel,2016,5.0,5.0,Czarny,Używane
43,6082843540,"11:26, 14 marca 2021",66200.0,Renault,Clio,Nie podano,V (2019-),999.0,100.0,1,Kompakt,Polska,Manualna,Benzyna+LPG,2021,5.0,5.0,Szary,Nowe
44,6079692457,"11:25, 14 marca 2021",129999.0,Škoda,Kodiaq,2.0 TDI 4x2 Ambition DSG,Nie podano,1968.0,150.0,10,SUV,Nie podano,Automatyczna,Diesel,2020,5.0,5.0,Niebieski,Nowe
45,6080900789,"11:25, 14 marca 2021",109000.0,Volkswagen,Multivan,Nie podano,Nie podano,1968.0,180.0,148850,Minivan,Nie podano,Automatyczna,Diesel,2014,5.0,7.0,Niebieski,Używane
46,6081469996,"11:25, 14 marca 2021",369900.0,Audi,Q7,Nie podano,II (2015-),2967.0,286.0,20729,Kombi,Polska,Automatyczna,Diesel,2020,5.0,5.0,Czarny,Używane
47,6083036722,"11:25, 14 marca 2021",30002.0,Škoda,RAPID,Nie podano,Nie podano,999.0,110.0,121308,Kompakt,Polska,Manualna,Benzyna+LPG,2017,5.0,5.0,Niebieski,Używane
48,6078126746,"11:25, 14 marca 2021",109900.0,Volkswagen,Tiguan,2.0 TDI BMT SCR 4Mot Highline DSG,II (2016-),1968.0,190.0,126146,SUV,Polska,Automatyczna,Diesel,2016,5.0,5.0,Brązowy,Używane
49,6083230723,"11:25, 14 marca 2021",79000.0,Audi,A4,2.0 TDI Quattro Sport,B9 (2015-),1968.0,190.0,132000,Sedan,Niemcy,Manualna,Diesel,2018,4.0,,Biały,Używane
50,6083230638,"11:24, 14 marca 2021",35800.0,Opel,Astra,1.6 CDTI Start/Stop Sports Tourer,K (2015-),1598.0,136.0,206500,Kombi,Nie podano,Manualna,Diesel,2016,5.0,5.0,Niebieski,Używane
51,6083230706,"11:24, 14 marca 2021",14600.0,Saab,9-3,1.8i,II (2003-2011),1796.0,122.0,172000,Sedan,Nie podano,Manualna,Benzyna,2007,4.0,5.0,Niebieski,Używane
52,6080208874,"11:24, 14 marca 2021",11200.0,Renault,Clio,1.5 dCi Dynamique,III (2005-2012),1461.0,85.0,199000,Auta miejskie,Francja,Manualna,Diesel,2009,5.0,5.0,Srebrny,Używane
53,6083036672,"11:24, 14 marca 2021",174777.0,BMW,Seria 7,730d xDrive,G11/12 (2015-),2993.0,265.0,79000,Sedan,Nie podano,Automatyczna,Diesel,2017,4.0,5.0,Inny kolor,Używane
54,6078147506,"11:23, 14 marca 2021",50200.0,Seat,Toledo,1.4 TSI FR-line Start&Stop DSG,IV (2012-2018),1395.0,125.0,28000,Sedan,Niemcy,Automatyczna,Benzyna,2017,5.0,5.0,Niebieski,Używane
55,6082637084,"11:23, 14 marca 2021",78500.0,Hyundai,Tucson,Nie podano,II (2015-),1995.0,185.0,64928,SUV,Nie podano,Manualna,Diesel,2016,5.0,5.0,Niebieski,Używane
56,6081400746,"11:23, 14 marca 2021",134750.0,Audi,A6,Nie podano,C7 (2011-2018),2000.0,190.0,74728,Sedan,Polska,Automatyczna,Diesel,2017,4.0,5.0,Biały,Używane
57,6082642956,"11:23, 14 marca 2021",39900.0,Infiniti,QX70,Nie podano,Nie podano,3000.0,238.0,204000,Minivan,Nie podano,Automatyczna,Diesel,2014,5.0,,Niebieski,Używane
58,6082236773,"11:23, 14 marca 2021",105450.0,Škoda,Octavia,1.5 TSI ACT Ambition,IV (2020-),1498.0,150.0,10,Kombi,Nie podano,Manualna,Benzyna,2021,5.0,5.0,Niebieski,Nowe
59,6083036602,"11:23, 14 marca 2021",11070.0,Hyundai,I30,1.6 CRDi Comfort,I (2007-2012),1582.0,116.0,312000,Kombi,Polska,Manualna,Diesel,2010,5.0,5.0,Szary,Używane
60,6081109816,"11:23, 14 marca 2021",124900.0,BMW,Seria 5,Nie podano,F10/F11 (2009-2017),2993.0,258.0,97318,Kombi,Polska,Automatyczna,Diesel,2017,5.0,5.0,Brązowy,Używane
61,6083036688,"11:23, 14 marca 2021",59900.0,BMW,Seria 7,750i xDrive,F01 (2008-2015),4395.0,407.0,173000,Sedan,Niemcy,Automatyczna,Benzyna,2011,4.0,5.0,Czarny,Używane
62,6080890830,"11:23, 14 marca 2021",11800.0,Citroën,C4,Nie podano,I (2004-2010),1360.0,90.0,148000,Kompakt,Niemcy,Manualna,Benzyna+LPG,2005,3.0,5.0,Bordowy,Używane
63,6082637058,"11:23, 14 marca 2021",25500.0,Fiat,500,Nie podano,Nie podano,1242.0,70.0,112660,Auta małe,Nie podano,Manualna,Benzyna,2014,3.0,4.0,Biały,Używane
64,6082002087,"11:22, 14 marca 2021",168000.0,Volvo,XC 60,T8 AWD Plug-In Hybrid Inscription,II (2017-),1969.0,320.0,6500,SUV,Francja,Automatyczna,Hybryda,2020,5.0,5.0,Biały,Używane
65,6083230552,"11:22, 14 marca 2021",108900.0,Mercedes-Benz,Klasa E,220 d T 9G-TRONIC,W213 (2016-),1950.0,194.0,94000,Sedan,Nie podano,Automatyczna,Diesel,2016,5.0,5.0,Czarny,Używane
66,6082843259,"11:22, 14 marca 2021",45000.0,Volkswagen,Golf,Nie podano,VII (2012-2020),999.0,81.0,59374,Kombi,Polska,Manualna,Benzyna,2018,5.0,5.0,Szary,Używane
67,6082637069,"11:22, 14 marca 2021",51900.0,Nissan,Qashqai,Nie podano,II (2013-),1598.0,130.0,144085,SUV,Nie podano,Automatyczna,Diesel,2014,5.0,5.0,Biały,Używane
68,6080310451,"11:22, 14 marca 2021",128900.0,Audi,A6,3.0 TDI Quattro Competition Tiptr,C7 (2011-2018),2967.0,326.0,189340,Sedan,Niemcy,Automatyczna,Diesel,2017,5.0,5.0,Biały,Używane
69,6082935224,"11:22, 14 marca 2021",17500.0,Toyota,RAV4,Nie podano,II (2000-2005),1995.0,116.0,219000,SUV,Nie podano,Manualna,Diesel,2004,3.0,,Srebrny,Używane
70,6082935146,"11:22, 14 marca 2021",119900.0,Audi,S3,2.0 TFSI Quattro,8V (2012-),1984.0,300.0,115455,Kompakt,Belgia,Manualna,Benzyna,2014,5.0,5.0,Czerwony,Używane
71,6083230669,"11:22, 14 marca 2021",32900.0,Opel,Meriva,1.4 T Enjoy S&S,II (2010-),1364.0,120.0,101300,Kompakt,Polska,Manualna,Benzyna,2014,5.0,5.0,Zielony,Używane
72,6083036616,"11:21, 14 marca 2021",14500.0,Ford,Mondeo,2.0 TDCi,Mk4 (2007-2014),1997.0,140.0,100000,Sedan,Nie podano,Manualna,Diesel,2009,5.0,5.0,Niebieski,Używane
73,6082843222,"11:21, 14 marca 2021",279900.0,BMW,Seria 7,750d xDrive,G11/12 (2015-),2993.0,400.0,114000,Sedan,Polska,Automatyczna,Diesel,2018,4.0,5.0,Niebieski,Używane
74,6082637051,"11:21, 14 marca 2021",35900.0,Toyota,Avensis,Nie podano,III (2009-),1998.0,125.0,100830,Kombi,Nie podano,Manualna,Diesel,2012,5.0,5.0,Srebrny,Używane
75,6082637043,"11:21, 14 marca 2021",24900.0,Peugeot,308,Nie podano,T7 (2008-2013),1560.0,115.0,144311,Kombi,Nie podano,Manualna,Diesel,2013,5.0,5.0,Srebrny,Używane
76,6077630117,"11:21, 14 marca 2021",38900.0,Ford,Focus,Nie podano,Nie podano,1500.0,95.0,140574,Kombi,Polska,Manualna,Diesel,2018,5.0,5.0,Czerwony,Używane
77,6082843199,"11:21, 14 marca 2021",50000.0,Opel,Astra,Nie podano,K (2015-),1399.0,150.0,49023,Kompakt,Polska,Manualna,Benzyna,2016,5.0,5.0,Niebieski,Używane
78,6083035501,"11:21, 14 marca 2021",319900.0,Audi,A8,50 TDI Quattro Tiptronic,D5 (2017-),2967.0,286.0,49901,Sedan,Niemcy,Automatyczna,Diesel,2019,4.0,5.0,Czarny,Używane
79,6083225161,"11:20, 14 marca 2021",41900.0,BMW,Seria 5,525d xDrive,E60/E61 (2003-2010),2993.0,197.0,205300,Sedan,Niemcy,Automatyczna,Diesel,2009,4.0,,Czarny,Używane
80,6082843161,"11:20, 14 marca 2021",64000.0,Honda,Civic,Nie podano,IX (2011-),988.0,129.0,37451,Kompakt,Polska,Automatyczna,Benzyna,2017,5.0,5.0,Biały,Używane
81,6079545390,"11:20, 14 marca 2021",192000.0,BMW,X1,xDrive18d,F48 (2015-),1995.0,150.0,5,SUV,Nie podano,Automatyczna,Diesel,2020,5.0,5.0,Biały,Nowe
82,6082637032,"11:20, 14 marca 2021",17500.0,Opel,Corsa,Nie podano,D (2006-2014),1398.0,87.0,129672,Kompakt,Nie podano,Manualna,Benzyna,2011,3.0,5.0,Szary,Używane
83,6083036632,"11:20, 14 marca 2021",33900.0,Opel,Astra,Nie podano,K (2015-),1598.0,110.0,127815,Kombi,Nie podano,Manualna,Diesel,2015,5.0,5.0,Srebrny,Używane
84,6079164377,"11:20, 14 marca 2021",189000.0,BMW,Seria 3,330e Sport Line,G20 (2019-),1998.0,184.0,1,Sedan,Nie podano,Automatyczna,Hybryda,2020,5.0,5.0,Biały,Nowe
85,6080383409,"11:20, 14 marca 2021",33500.0,Toyota,Aygo,1.0 VVT-i X-play,II (2014-),998.0,72.0,29650,Auta małe,Polska,Manualna,Benzyna,2018,3.0,4.0,Czerwony,Używane
86,6080355443,"11:20, 14 marca 2021",94900.0,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-),1332.0,160.0,32700,SUV,Polska,Automatyczna,Benzyna,2019,5.0,5.0,Biały,Używane
87,6080355573,"11:20, 14 marca 2021",93900.0,Nissan,Qashqai,1.3 DIG-T N-Connecta DCT,II (2013-),1332.0,160.0,29070,SUV,Polska,Automatyczna,Benzyna,2019,5.0,5.0,Szary,Używane
88,6077571254,"11:20, 14 marca 2021",82900.0,Nissan,Qashqai,1.3 DIG-T N-Connecta,II (2013-),1332.0,140.0,40010,SUV,Nie podano,Manualna,Benzyna,2019,5.0,5.0,Szary,Używane
89,6082843031,"11:20, 14 marca 2021",48000.0,Volkswagen,Passat,Nie podano,B7 (2010-2014),1598.0,120.0,162421,Kombi,Polska,Manualna,Diesel,2016,5.0,5.0,Czarny,Używane
90,6082637019,"11:20, 14 marca 2021",31900.0,Hyundai,I30,Nie podano,II (2012-),1582.0,110.0,104423,Kompakt,Nie podano,Manualna,Diesel,2012,5.0,5.0,Niebieski,Używane
91,6081822060,"11:20, 14 marca 2021",39999.0,Renault,Scenic,ENERGY TCe 130 S&S,IV (2013-),1197.0,132.0,95015,Minivan,Polska,Manualna,Benzyna,2015,5.0,,Inny kolor,Używane
92,6083230660,"11:19, 14 marca 2021",39900.0,Peugeot,508,Nie podano,Nie podano,1560.0,120.0,171000,Kombi,Nie podano,Automatyczna,Diesel,2017,5.0,5.0,Niebieski,Używane
93,6083036612,"11:19, 14 marca 2021",42900.0,Nissan,Juke,Nie podano,I (2015-2019),1197.0,115.0,29867,SUV,Nie podano,Manualna,Benzyna,2014,5.0,5.0,Niebieski,Używane
94,6083036540,"11:19, 14 marca 2021",19400.0,Opel,Astra,Nie podano,H (2004-2014),1598.0,115.0,140000,Kompakt,Polska,Manualna,Benzyna,2011,5.0,,Szary,Używane
95,6083036605,"11:19, 14 marca 2021",67000.0,Ford,Mondeo,Nie podano,Mk5 (2014-),1499.0,165.0,47762,Kombi,Polska,Manualna,Benzyna,2018,5.0,5.0,Szary,Używane
96,6082617720,"11:19, 14 marca 2021",105900.0,Volkswagen,T-Cross,1.5 TSI Life DSG,Nie podano,1498.0,150.0,1,SUV,Polska,Automatyczna,Benzyna,2021,5.0,5.0,Niebieski,Nowe
97,6083230606,"11:19, 14 marca 2021",49900.0,Mazda,3,Nie podano,III (2013-),1998.0,150.0,50000,Kompakt,Belgia,Manualna,Benzyna,2016,5.0,5.0,Czarny,Używane
98,6083036600,"11:19, 14 marca 2021",38500.0,Citroën,C4 Cactus,Nie podano,Nie podano,1199.0,82.0,96140,Kompakt,Nie podano,Manualna,Benzyna,2015,5.0,5.0,Czarny,Używane
99,6083036585,"11:19, 14 marca 2021",53500.0,Audi,Q5,Nie podano,8R (2008-2016),1968.0,170.0,111420,SUV,Nie podano,Manualna,Diesel,2009,5.0,5.0,Biały,Używane
100,6078835604,"11:18, 14 marca 2021",227217.0,Volkswagen,Amarok,3.0 V6 TDI 4Mot Highline,Nie podano,2967.0,258.0,10,SUV,Nie podano,Automatyczna,Diesel,2020,4.0,5.0,Srebrny,Nowe
101,6082843012,"11:18, 14 marca 2021",268700.0,Volvo,XC 90,Nie podano,II (2014-),1969.0,249.0,1,SUV,Polska,Automatyczna,Diesel,2021,5.0,5.0,Szary,Nowe
102,6080233492,"11:18, 14 marca 2021",53900.0,Volkswagen,Passat,Nie podano,B8 (2014-),1968.0,150.0,163626,Kombi,Niemcy,Manualna,Diesel,2017,5.0,5.0,Czarny,Używane
103,6081930174,"11:18, 14 marca 2021",35000.0,Toyota,Yaris,1.0 Active,III (2011-),998.0,69.0,90000,Auta miejskie,Polska,Manualna,Benzyna+LPG,2018,5.0,5.0,Niebieski,Używane
104,6082842964,"11:18, 14 marca 2021",34000.0,Toyota,Avensis,Nie podano,III (2009-),1998.0,123.0,189907,Kombi,Polska,Manualna,Diesel,2014,5.0,5.0,Szary,Używane
105,6082842924,"11:18, 14 marca 2021",28000.0,Peugeot,301,Nie podano,Nie podano,1587.0,115.0,148648,Sedan,Polska,Manualna,Benzyna+LPG,2017,5.0,5.0,Niebieski,Używane
106,6083036570,"11:17, 14 marca 2021",27500.0,Seat,Ibiza,Nie podano,IV (2008-2017),1390.0,85.0,88520,Kompakt,Nie podano,Manualna,Benzyna,2014,5.0,5.0,Biały,Używane
107,6076437317,"11:17, 14 marca 2021",10565.0,Škoda,Octavia,1.9 TDI Elegance,II (2004-2013),1896.0,105.0,280008,Kombi,Polska,Manualna,Diesel,2005,5.0,5.0,Srebrny,Używane
108,6083230612,"11:17, 14 marca 2021",15900.0,Chevrolet,Blazer,4.3 4WD,Nie podano,4300.0,190.0,155000,SUV,Nie podano,Automatyczna,Benzyna,1999,5.0,,Niebieski,Używane
109,6083230577,"11:17, 14 marca 2021",22800.0,Citroën,Jumpy Combi,Nie podano,Nie podano,1997.0,120.0,294500,Minivan,Belgia,Manualna,Diesel,2010,4.0,9.0,Srebrny,Używane
110,6083230608,"11:17, 14 marca 2021",7700.0,Fiat,Grande Punto,1.3 Multijet 16V Dynamic,Nie podano,1248.0,90.0,186383,Auta miejskie,Nie podano,Manualna,Diesel,2009,3.0,2.0,Biały,Używane
111,6083036527,"11:17, 14 marca 2021",79900.0,BMW,Seria 7,Nie podano,F01 (2008-2015),4395.0,408.0,43000,Sedan,Stany Zjednoczone,Automatyczna,Benzyna,2012,4.0,5.0,Złoty,Używane
112,6082842758,"11:17, 14 marca 2021",55000.0,BMW,Seria 1,118i Sport Line,F20/F21 (2011-),1598.0,136.0,127000,Kompakt,Polska,Automatyczna,Benzyna,2015,5.0,5.0,Biały,Używane
113,6081351399,"11:17, 14 marca 2021",91300.0,Volkswagen,T-Cross,1.0 TSI Life,Nie podano,999.0,115.0,15,Auta miejskie,Nie podano,Manualna,Benzyna,2020,5.0,5.0,Szary,Nowe
114,6083230270,"11:17, 14 marca 2021",29900.0,Volkswagen,Scirocco,1.4 TSI DSG,Nie podano,1390.0,160.0,76000,Kompakt,Nie podano,Automatyczna,Benzyna,2009,3.0,4.0,Inny kolor,Używane
115,6077487033,"11:16, 14 marca 2021",18900.0,Citroën,C5,2.0 HDi Exclusive,III (2008-),1997.0,140.0,199000,Kombi,Nie podano,Manualna,Diesel,2010,5.0,5.0,Srebrny,Używane
116,6083036467,"11:16, 14 marca 2021",55000.0,Jeep,Renegade,Nie podano,Nie podano,1368.0,140.0,53404,SUV,Polska,Manualna,Benzyna,2014,5.0,5.0,Inny kolor,Używane
117,6082842864,"11:16, 14 marca 2021",162900.0,Audi,Q5,2.0 TDI Quattro Sport S tronic,FY (2017-),1968.0,190.0,94804,SUV,Polska,Automatyczna,Diesel,2017,5.0,5.0,Czarny,Używane
118,6082842827,"11:16, 14 marca 2021",48000.0,Audi,A4,Nie podano,B8 (2007-2015),1968.0,177.0,169256,Kombi,Nie podano,Manualna,Diesel,2013,5.0,5.0,Niebieski,Używane
119,6082842757,"11:15, 14 marca 2021",82999.0,BMW,Seria 5,525d xDrive,F10/F11 (2009-2017),1995.0,218.0,170000,Sedan,Nie podano,Automatyczna,Diesel,2016,4.0,5.0,Inny kolor,Używane
120,6082842744,"11:15, 14 marca 2021",53000.0,Dacia,Dokker,Nie podano,Nie podano,1598.0,109.0,52105,Kombi,Polska,Manualna,Benzyna+LPG,2018,5.0,5.0,Biały,Używane
121,6083230539,"11:15, 14 marca 2021",17500.0,Jeep,Grand Cherokee,2.7 CRD Limited,II (1999-2004),2685.0,163.0,331000,SUV,Nie podano,Automatyczna,Diesel,2004,5.0,5.0,Niebieski,Używane
122,6079211623,"11:15, 14 marca 2021",95940.0,Audi,A8,4.2 TDI Quattro,D4 (2010-),4134.0,350.0,161000,Sedan,Polska,Automatyczna,Diesel,2011,4.0,5.0,Srebrny,Używane
123,6082767965,"11:15, 14 marca 2021",34900.0,BMW,Seria 5,530d Sport-Aut,E60/E61 (2003-2010),2993.0,235.0,260000,Sedan,Nie podano,Automatyczna,Diesel,2009,4.0,5.0,Srebrny,Używane
124,6082413152,"11:15, 14 marca 2021",109900.0,Škoda,Karoq,Nie podano,Nie podano,1498.0,150.0,1,SUV,Polska,Automatyczna,Benzyna,2020,5.0,5.0,Czarny,Nowe
125,6083036445,"11:15, 14 marca 2021",25500.0,Peugeot,5008,Nie podano,I (2009-2017),1560.0,116.0,212000,Minivan,Belgia,Manualna,Diesel,2013,5.0,7.0,Szary,Używane
126,6082413140,"11:14, 14 marca 2021",26900.0,Volkswagen,Scirocco,1.4 TSI,Nie podano,1390.0,160.0,163850,Coupe,Polska,Manualna,Benzyna,2010,3.0,,Biały,Używane
127,6081800823,"11:14, 14 marca 2021",5590.0,Seat,Ibiza,1.4 16V Reference,III (2002-2008),1390.0,75.0,190000,Auta miejskie,Niemcy,Manualna,Benzyna,2004,3.0,5.0,Srebrny,Używane
128,6083036432,"11:14, 14 marca 2021",56900.0,Volkswagen,Golf,Nie podano,VII (2012-2020),1395.0,125.0,84937,Kompakt,Polska,Manualna,Benzyna,2017,5.0,5.0,Srebrny,Używane
